value,startDate
182,2026-01-21 16:26:47 -0500
183,2026-01-21 16:26:51 -0500
183,2026-01-21 16:26:54 -0500
182,2026-01-21 16:27:00 -0500
182,2026-01-21 16:27:03 -0500
182,2026-01-21 16:27:08 -0500
184,2026-01-21 16:27:15 -0500
183,2026-01-21 16:27:18 -0500
184,2026-01-21 16:27:26 -0500
183,2026-01-21 16:27:28 -0500
183,2026-01-21 16:27:37 -0500
183,2026-01-21 16:27:42 -0500
183,2026-01-21 16:27:45 -0500
178,2026-01-21 16:27:52 -0500
176,2026-01-21 16:27:56 -0500
176,2026-01-21 16:27:58 -0500
167,2026-01-21 16:28:04 -0500
161,2026-01-21 16:28:12 -0500
163,2026-01-21 16:28:15 -0500
160,2026-01-21 16:28:20 -0500
158,2026-01-21 16:28:26 -0500
160,2026-01-21 16:28:28 -0500
163,2026-01-21 16:28:37 -0500
161,2026-01-21 16:28:41 -0500
166,2026-01-21 16:28:46 -0500
168,2026-01-21 16:28:48 -0500
178,2026-01-21 16:28:57 -0500
179,2026-01-21 16:29:01 -0500
180,2026-01-21 16:29:07 -0500
180,2026-01-21 16:29:09 -0500
181,2026-01-21 16:29:13 -0500
184,2026-01-21 16:29:22 -0500
185,2026-01-21 16:29:27 -0500
185,2026-01-21 16:29:29 -0500
187,2026-01-21 16:29:36 -0500
187,2026-01-21 16:29:42 -0500
187,2026-01-21 16:29:46 -0500
187,2026-01-21 16:29:50 -0500
188,2026-01-21 16:29:53 -0500
187,2026-01-21 16:30:02 -0500
187,2026-01-21 16:30:03 -0500
186,2026-01-21 16:30:08 -0500
187,2026-01-21 16:30:13 -0500
188,2026-01-21 16:30:19 -0500
188,2026-01-21 16:30:27 -0500
189,2026-01-21 16:30:32 -0500
188,2026-01-21 16:30:35 -0500
188,2026-01-21 16:30:42 -0500
189,2026-01-21 16:30:43 -0500
189,2026-01-21 16:30:52 -0500
190,2026-01-21 16:30:53 -0500
189,2026-01-21 16:31:01 -0500
189,2026-01-21 16:31:05 -0500
190,2026-01-21 16:31:08 -0500
189,2026-01-21 16:31:17 -0500
190,2026-01-21 16:31:18 -0500
190,2026-01-21 16:31:26 -0500
189,2026-01-21 16:31:32 -0500
189,2026-01-21 16:31:37 -0500
189,2026-01-21 16:31:39 -0500
189,2026-01-21 16:31:46 -0500
188,2026-01-21 16:31:50 -0500
188,2026-01-21 16:31:56 -0500
188,2026-01-21 16:31:59 -0500
189,2026-01-21 16:32:05 -0500
189,2026-01-21 16:32:09 -0500
190,2026-01-21 16:32:14 -0500
189,2026-01-21 16:32:18 -0500
189,2026-01-21 16:32:27 -0500
188,2026-01-21 16:32:30 -0500
187,2026-01-21 16:32:36 -0500
185,2026-01-21 16:32:38 -0500
182,2026-01-21 16:32:43 -0500
178,2026-01-21 16:32:50 -0500
173,2026-01-21 16:32:56 -0500
170,2026-01-21 16:33:02 -0500
169,2026-01-21 16:33:03 -0500
161,2026-01-21 16:33:11 -0500
160,2026-01-21 16:33:17 -0500
159,2026-01-21 16:33:18 -0500
159,2026-01-21 16:33:23 -0500
152,2026-01-21 16:33:30 -0500
150,2026-01-21 16:33:33 -0500
150,2026-01-21 16:33:40 -0500
151,2026-01-21 16:33:44 -0500
149,2026-01-21 16:33:51 -0500
150,2026-01-21 16:33:54 -0500
148,2026-01-21 16:34:00 -0500
146,2026-01-21 16:34:05 -0500
144,2026-01-21 16:34:10 -0500
139,2026-01-21 16:34:15 -0500
139,2026-01-21 16:34:18 -0500
140,2026-01-21 16:34:27 -0500
139,2026-01-21 16:34:28 -0500
140,2026-01-21 16:34:34 -0500
136,2026-01-21 16:34:40 -0500
143,2026-01-21 16:34:46 -0500
149,2026-01-21 16:34:51 -0500
153,2026-01-21 16:34:55 -0500
158,2026-01-21 16:35:02 -0500
160,2026-01-21 16:35:07 -0500
161,2026-01-21 16:35:11 -0500
160,2026-01-21 16:35:15 -0500
158,2026-01-21 16:35:18 -0500
151,2026-01-21 16:35:26 -0500
150,2026-01-21 16:35:30 -0500
149,2026-01-21 16:35:33 -0500
147,2026-01-21 16:35:40 -0500
145,2026-01-21 16:35:45 -0500
145,2026-01-21 16:35:51 -0500
142,2026-01-21 16:35:55 -0500
139,2026-01-21 16:36:00 -0500
139,2026-01-21 16:36:03 -0500
140,2026-01-21 16:36:12 -0500
139,2026-01-21 16:36:14 -0500
135,2026-01-21 16:36:22 -0500
134,2026-01-21 16:36:26 -0500
134,2026-01-21 16:36:28 -0500
134,2026-01-21 16:36:33 -0500
133,2026-01-21 16:36:39 -0500
130,2026-01-21 16:36:45 -0500
129,2026-01-21 16:36:50 -0500
129,2026-01-21 16:36:55 -0500
128,2026-01-21 16:36:59 -0500
127,2026-01-21 16:37:03 -0500
127,2026-01-21 16:37:08 -0500
128,2026-01-21 16:37:13 -0500
129,2026-01-21 16:37:20 -0500
127,2026-01-21 16:37:26 -0500
127,2026-01-21 16:37:31 -0500
128,2026-01-21 16:37:33 -0500
135,2026-01-21 16:37:41 -0500
135,2026-01-21 16:37:43 -0500
140,2026-01-21 16:37:50 -0500
138,2026-01-21 16:37:55 -0500
137,2026-01-21 16:38:02 -0500
136,2026-01-21 16:38:07 -0500
136,2026-01-21 16:38:09 -0500
136,2026-01-21 16:38:17 -0500
135,2026-01-21 16:38:19 -0500
132,2026-01-21 16:38:27 -0500
132,2026-01-21 16:38:31 -0500
131,2026-01-21 16:38:35 -0500
130,2026-01-21 16:38:38 -0500
126,2026-01-21 16:38:47 -0500
136,2026-01-21 16:41:06 -0500
101.108,2026-01-21 16:43:43 -0500
101,2026-01-21 16:43:18 -0500
96,2026-01-21 16:47:48 -0500
91,2026-01-21 16:53:55 -0500
121,2026-01-21 16:59:34 -0500
145,2026-01-21 17:05:46 -0500
144,2026-01-21 17:08:03 -0500
124,2026-01-21 17:10:34 -0500
90,2026-01-21 16:55:53 -0500
101,2026-01-21 17:14:34 -0500
96,2026-01-21 17:16:59 -0500
86,2026-01-21 17:21:56 -0500
86,2026-01-21 17:26:53 -0500
86,2026-01-21 17:32:18 -0500
89,2026-01-21 17:35:53 -0500
81.8414,2026-01-21 17:40:35 -0500
84,2026-01-21 17:40:25 -0500
94,2026-01-21 17:45:44 -0500
77,2026-01-21 17:53:36 -0500
122,2026-01-21 18:01:52 -0500
81,2026-01-21 17:55:18 -0500
134,2026-01-21 18:12:08 -0500
72,2026-01-21 18:04:44 -0500
98,2026-01-21 18:13:10 -0500
88,2026-01-21 18:18:26 -0500
84,2026-01-21 18:22:18 -0500
115,2026-01-22 09:28:50 -0500
116,2026-01-22 09:28:55 -0500
115,2026-01-22 09:28:56 -0500
112,2026-01-22 09:29:01 -0500
112,2026-01-22 09:29:09 -0500
110,2026-01-22 09:29:12 -0500
127,2026-01-22 09:33:10 -0500
97,2026-01-22 09:25:11 -0500
71,2026-01-22 09:43:36 -0500
92.0374,2026-01-22 09:48:56 -0500
88,2026-01-22 09:48:26 -0500
87,2026-01-22 09:53:16 -0500
82,2026-01-22 09:59:12 -0500
85,2026-01-22 10:00:15 -0500
80,2026-01-22 10:08:34 -0500
82,2026-01-22 10:12:33 -0500
85,2026-01-22 10:19:51 -0500
83,2026-01-22 10:21:22 -0500
64,2026-01-22 10:38:50 -0500
140,2026-01-22 10:41:22 -0500
139,2026-01-22 10:41:24 -0500
138,2026-01-22 10:41:28 -0500
144,2026-01-22 10:41:37 -0500
140,2026-01-22 10:41:42 -0500
139,2026-01-22 10:41:46 -0500
139,2026-01-22 10:41:52 -0500
139,2026-01-22 10:41:57 -0500
139,2026-01-22 10:41:58 -0500
139,2026-01-22 10:42:05 -0500
142,2026-01-22 10:42:08 -0500
144,2026-01-22 10:42:13 -0500
139,2026-01-22 10:42:22 -0500
132,2026-01-22 10:42:27 -0500
128,2026-01-22 10:42:31 -0500
131,2026-01-22 10:42:34 -0500
132,2026-01-22 10:42:40 -0500
128,2026-01-22 10:42:46 -0500
130,2026-01-22 10:42:48 -0500
134,2026-01-22 10:42:53 -0500
141,2026-01-22 10:42:58 -0500
153,2026-01-22 10:43:03 -0500
157,2026-01-22 10:43:12 -0500
149,2026-01-22 10:43:17 -0500
146,2026-01-22 10:43:22 -0500
144,2026-01-22 10:43:27 -0500
140,2026-01-22 10:43:32 -0500
139,2026-01-22 10:43:33 -0500
138,2026-01-22 10:43:38 -0500
138,2026-01-22 10:43:43 -0500
139,2026-01-22 10:43:51 -0500
137,2026-01-22 10:43:57 -0500
138,2026-01-22 10:44:02 -0500
138,2026-01-22 10:44:03 -0500
149,2026-01-22 10:44:12 -0500
150,2026-01-22 10:44:14 -0500
148,2026-01-22 10:44:18 -0500
145,2026-01-22 10:44:23 -0500
144,2026-01-22 10:44:28 -0500
141,2026-01-22 10:44:33 -0500
146,2026-01-22 10:44:41 -0500
149,2026-01-22 10:44:44 -0500
144,2026-01-22 10:44:52 -0500
138,2026-01-22 10:44:57 -0500
138,2026-01-22 10:44:59 -0500
139,2026-01-22 10:45:03 -0500
140,2026-01-22 10:45:10 -0500
141,2026-01-22 10:45:13 -0500
141,2026-01-22 10:45:18 -0500
141,2026-01-22 10:45:27 -0500
145,2026-01-22 10:45:32 -0500
145,2026-01-22 10:45:33 -0500
149,2026-01-22 10:45:38 -0500
153,2026-01-22 10:45:43 -0500
152,2026-01-22 10:45:50 -0500
146,2026-01-22 10:45:57 -0500
148,2026-01-22 10:46:02 -0500
132,2026-01-22 10:46:07 -0500
128,2026-01-22 10:46:12 -0500
125,2026-01-22 10:46:15 -0500
125,2026-01-22 10:46:19 -0500
124,2026-01-22 10:46:23 -0500
124,2026-01-22 10:46:28 -0500
134,2026-01-22 10:46:36 -0500
135,2026-01-22 10:46:38 -0500
141,2026-01-22 10:46:43 -0500
146,2026-01-22 10:46:48 -0500
150,2026-01-22 10:46:57 -0500
145,2026-01-22 10:47:02 -0500
143,2026-01-22 10:47:04 -0500
138,2026-01-22 10:47:08 -0500
138,2026-01-22 10:47:17 -0500
138,2026-01-22 10:47:22 -0500
142,2026-01-22 10:47:27 -0500
141,2026-01-22 10:47:28 -0500
141,2026-01-22 10:47:33 -0500
139,2026-01-22 10:47:39 -0500
139,2026-01-22 10:47:43 -0500
137,2026-01-22 10:47:52 -0500
136,2026-01-22 10:47:54 -0500
133,2026-01-22 10:47:58 -0500
130,2026-01-22 10:48:03 -0500
127,2026-01-22 10:48:09 -0500
129,2026-01-22 10:48:15 -0500
125,2026-01-22 10:48:21 -0500
116,2026-01-22 10:48:27 -0500
114,2026-01-22 10:48:29 -0500
115,2026-01-22 10:48:37 -0500
114,2026-01-22 10:48:40 -0500
114,2026-01-22 10:48:45 -0500
115,2026-01-22 10:48:52 -0500
114,2026-01-22 10:48:57 -0500
113,2026-01-22 10:48:58 -0500
112,2026-01-22 10:49:04 -0500
117,2026-01-22 10:49:12 -0500
118,2026-01-22 10:49:17 -0500
116,2026-01-22 10:49:19 -0500
109,2026-01-22 10:49:27 -0500
110,2026-01-22 10:49:32 -0500
110,2026-01-22 10:49:33 -0500
107,2026-01-22 10:49:38 -0500
111,2026-01-22 10:49:47 -0500
110,2026-01-22 10:49:51 -0500
110,2026-01-22 10:49:53 -0500
113,2026-01-22 10:49:58 -0500
115,2026-01-22 10:50:03 -0500
116,2026-01-22 10:50:09 -0500
119,2026-01-22 10:50:13 -0500
126,2026-01-22 10:50:18 -0500
134,2026-01-22 10:50:23 -0500
144,2026-01-22 10:50:30 -0500
149,2026-01-22 10:50:37 -0500
150,2026-01-22 10:50:38 -0500
154,2026-01-22 10:50:46 -0500
156,2026-01-22 10:50:52 -0500
147,2026-01-22 10:50:57 -0500
140,2026-01-22 10:51:01 -0500
132,2026-01-22 10:51:07 -0500
132,2026-01-22 10:51:08 -0500
127,2026-01-22 10:51:17 -0500
128,2026-01-22 10:51:22 -0500
129,2026-01-22 10:51:24 -0500
125,2026-01-22 10:51:32 -0500
125,2026-01-22 10:51:33 -0500
123,2026-01-22 10:51:42 -0500
123,2026-01-22 10:51:43 -0500
120,2026-01-22 10:51:50 -0500
117,2026-01-22 10:51:56 -0500
115,2026-01-22 10:52:02 -0500
118,2026-01-22 10:52:06 -0500
117,2026-01-22 10:52:08 -0500
112,2026-01-22 10:52:13 -0500
117,2026-01-22 10:52:22 -0500
115,2026-01-22 10:52:25 -0500
115,2026-01-22 10:52:30 -0500
111,2026-01-22 10:52:36 -0500
116,2026-01-22 10:52:42 -0500
121,2026-01-22 10:52:47 -0500
121,2026-01-22 10:52:48 -0500
119,2026-01-22 10:52:53 -0500
123,2026-01-22 10:53:01 -0500
123,2026-01-22 10:53:03 -0500
128,2026-01-22 10:53:08 -0500
130,2026-01-22 10:53:14 -0500
145,2026-01-22 10:53:22 -0500
150,2026-01-22 10:53:26 -0500
155,2026-01-22 10:53:32 -0500
157,2026-01-22 10:53:36 -0500
158,2026-01-22 10:53:38 -0500
160,2026-01-22 10:53:43 -0500
152,2026-01-22 10:53:52 -0500
139,2026-01-22 10:53:57 -0500
138,2026-01-22 10:54:02 -0500
138,2026-01-22 10:54:03 -0500
138,2026-01-22 10:54:11 -0500
137,2026-01-22 10:54:13 -0500
137,2026-01-22 10:54:18 -0500
138,2026-01-22 10:54:27 -0500
136,2026-01-22 10:54:28 -0500
134,2026-01-22 10:54:35 -0500
137,2026-01-22 10:54:41 -0500
135,2026-01-22 10:54:44 -0500
133,2026-01-22 10:54:48 -0500
135,2026-01-22 10:54:57 -0500
136,2026-01-22 10:55:02 -0500
136,2026-01-22 10:55:03 -0500
136,2026-01-22 10:55:12 -0500
136,2026-01-22 10:55:17 -0500
136,2026-01-22 10:55:22 -0500
135,2026-01-22 10:55:23 -0500
133,2026-01-22 10:55:29 -0500
131,2026-01-22 10:55:33 -0500
130,2026-01-22 10:55:38 -0500
134,2026-01-22 10:55:43 -0500
148,2026-01-22 10:55:50 -0500
151,2026-01-22 10:55:53 -0500
155,2026-01-22 10:55:58 -0500
155,2026-01-22 10:56:07 -0500
146,2026-01-22 10:56:12 -0500
143,2026-01-22 10:56:16 -0500
143,2026-01-22 10:56:18 -0500
141,2026-01-22 10:56:23 -0500
143,2026-01-22 10:56:32 -0500
142,2026-01-22 10:56:35 -0500
141,2026-01-22 10:56:38 -0500
140,2026-01-22 10:56:43 -0500
138,2026-01-22 10:56:50 -0500
137,2026-01-22 10:56:53 -0500
134,2026-01-22 10:56:58 -0500
126,2026-01-22 10:57:05 -0500
126,2026-01-22 10:57:08 -0500
135,2026-01-22 10:57:13 -0500
151,2026-01-22 10:57:22 -0500
148,2026-01-22 10:57:27 -0500
145,2026-01-22 10:57:31 -0500
144,2026-01-22 10:57:34 -0500
143,2026-01-22 10:57:39 -0500
144,2026-01-22 10:57:43 -0500
147,2026-01-22 10:57:48 -0500
150,2026-01-22 10:57:53 -0500
157,2026-01-22 10:58:00 -0500
159,2026-01-22 10:58:03 -0500
157,2026-01-22 10:58:08 -0500
150,2026-01-22 10:58:17 -0500
150,2026-01-22 10:58:22 -0500
151,2026-01-22 10:58:23 -0500
151,2026-01-22 10:58:29 -0500
150,2026-01-22 10:58:33 -0500
148,2026-01-22 10:58:38 -0500
152,2026-01-22 10:58:47 -0500
152,2026-01-22 10:58:48 -0500
150,2026-01-22 10:58:53 -0500
146,2026-01-22 10:58:59 -0500
140,2026-01-22 10:59:07 -0500
139,2026-01-22 10:59:08 -0500
134,2026-01-22 10:59:17 -0500
133,2026-01-22 10:59:18 -0500
132,2026-01-22 10:59:27 -0500
136,2026-01-22 10:59:32 -0500
135,2026-01-22 10:59:35 -0500
133,2026-01-22 10:59:42 -0500
133,2026-01-22 10:59:43 -0500
129,2026-01-22 10:59:50 -0500
127,2026-01-22 10:59:54 -0500
127,2026-01-22 11:00:00 -0500
131,2026-01-22 11:00:07 -0500
130,2026-01-22 11:00:11 -0500
130,2026-01-22 11:00:13 -0500
133,2026-01-22 11:00:22 -0500
132,2026-01-22 11:00:24 -0500
131,2026-01-22 11:00:29 -0500
131,2026-01-22 11:00:33 -0500
131,2026-01-22 11:00:38 -0500
135,2026-01-22 11:00:43 -0500
144,2026-01-22 11:00:48 -0500
155,2026-01-22 11:00:57 -0500
156,2026-01-22 11:01:00 -0500
156,2026-01-22 11:01:03 -0500
152,2026-01-22 11:01:08 -0500
150,2026-01-22 11:01:13 -0500
148,2026-01-22 11:01:18 -0500
143,2026-01-22 11:01:24 -0500
144,2026-01-22 11:01:28 -0500
141,2026-01-22 11:01:37 -0500
140,2026-01-22 11:01:38 -0500
133,2026-01-22 11:01:47 -0500
133,2026-01-22 11:01:48 -0500
132,2026-01-22 11:01:53 -0500
129,2026-01-22 11:01:58 -0500
138,2026-01-22 11:02:07 -0500
140,2026-01-22 11:02:08 -0500
145,2026-01-22 11:02:16 -0500
145,2026-01-22 11:02:19 -0500
147,2026-01-22 11:02:23 -0500
138,2026-01-22 11:02:32 -0500
136,2026-01-22 11:02:37 -0500
139,2026-01-22 11:02:40 -0500
137,2026-01-22 11:02:47 -0500
136,2026-01-22 11:02:51 -0500
135,2026-01-22 11:02:53 -0500
130,2026-01-22 11:02:59 -0500
122,2026-01-22 11:03:07 -0500
122,2026-01-22 11:03:08 -0500
112,2026-01-22 11:03:17 -0500
113,2026-01-22 11:03:18 -0500
108,2026-01-22 11:03:27 -0500
109,2026-01-22 11:03:28 -0500
109,2026-01-22 11:03:36 -0500
110,2026-01-22 11:03:38 -0500
117,2026-01-22 11:03:47 -0500
117,2026-01-22 11:03:48 -0500
119,2026-01-22 11:03:53 -0500
124,2026-01-22 11:03:58 -0500
119,2026-01-22 11:04:07 -0500
122,2026-01-22 11:04:11 -0500
122,2026-01-22 11:04:13 -0500
131,2026-01-22 11:04:22 -0500
132,2026-01-22 11:04:23 -0500
132,2026-01-22 11:04:28 -0500
137,2026-01-22 11:04:33 -0500
136,2026-01-22 11:04:40 -0500
137,2026-01-22 11:04:44 -0500
139,2026-01-22 11:04:52 -0500
147,2026-01-22 11:04:57 -0500
148,2026-01-22 11:05:02 -0500
147,2026-01-22 11:05:03 -0500
146,2026-01-22 11:05:08 -0500
141,2026-01-22 11:05:15 -0500
137,2026-01-22 11:05:22 -0500
129,2026-01-22 11:05:27 -0500
126,2026-01-22 11:05:31 -0500
123,2026-01-22 11:05:34 -0500
122,2026-01-22 11:05:40 -0500
125,2026-01-22 11:05:47 -0500
126,2026-01-22 11:05:48 -0500
127,2026-01-22 11:05:53 -0500
129,2026-01-22 11:05:58 -0500
130,2026-01-22 11:06:07 -0500
131,2026-01-22 11:06:08 -0500
136,2026-01-22 11:06:13 -0500
143,2026-01-22 11:06:21 -0500
138,2026-01-22 11:06:25 -0500
137,2026-01-22 11:06:28 -0500
128,2026-01-22 11:06:37 -0500
126,2026-01-22 11:06:40 -0500
127,2026-01-22 11:06:47 -0500
123,2026-01-22 11:06:52 -0500
125,2026-01-22 11:06:57 -0500
124,2026-01-22 11:07:02 -0500
124,2026-01-22 11:07:04 -0500
119,2026-01-22 11:07:11 -0500
120,2026-01-22 11:07:13 -0500
110,2026-01-22 11:07:20 -0500
116,2026-01-22 11:07:23 -0500
113,2026-01-22 11:07:28 -0500
106,2026-01-22 11:07:37 -0500
104,2026-01-22 11:07:41 -0500
107,2026-01-22 11:07:45 -0500
106,2026-01-22 11:07:48 -0500
107,2026-01-22 11:07:56 -0500
109,2026-01-22 11:08:01 -0500
102,2026-01-22 11:08:06 -0500
107,2026-01-22 11:08:12 -0500
110,2026-01-22 11:08:16 -0500
110,2026-01-22 11:08:22 -0500
109,2026-01-22 11:08:27 -0500
109,2026-01-22 11:08:28 -0500
110,2026-01-22 11:08:35 -0500
112,2026-01-22 11:08:42 -0500
111,2026-01-22 11:08:46 -0500
111,2026-01-22 11:08:49 -0500
110,2026-01-22 11:08:56 -0500
110,2026-01-22 11:08:59 -0500
111,2026-01-22 11:09:03 -0500
111,2026-01-22 11:09:08 -0500
114,2026-01-22 11:09:13 -0500
118,2026-01-22 11:09:18 -0500
120,2026-01-22 11:09:26 -0500
120,2026-01-22 11:09:28 -0500
125,2026-01-22 11:09:33 -0500
143,2026-01-22 11:09:42 -0500
143,2026-01-22 11:09:45 -0500
141,2026-01-22 11:09:49 -0500
143,2026-01-22 11:09:53 -0500
143,2026-01-22 11:10:02 -0500
137,2026-01-22 11:10:07 -0500
136,2026-01-22 11:10:09 -0500
123,2026-01-22 11:10:17 -0500
123,2026-01-22 11:10:22 -0500
119,2026-01-22 11:10:26 -0500
118,2026-01-22 11:10:31 -0500
117,2026-01-22 11:10:34 -0500
113,2026-01-22 11:10:42 -0500
112,2026-01-22 11:10:45 -0500
112,2026-01-22 11:10:49 -0500
114,2026-01-22 11:10:53 -0500
111,2026-01-22 11:10:58 -0500
120,2026-01-22 11:11:07 -0500
115,2026-01-22 11:11:12 -0500
114,2026-01-22 11:11:13 -0500
111,2026-01-22 11:11:21 -0500
111,2026-01-22 11:11:24 -0500
113,2026-01-22 11:11:32 -0500
113,2026-01-22 11:11:35 -0500
116,2026-01-22 11:11:38 -0500
109,2026-01-22 11:11:43 -0500
109,2026-01-22 11:11:52 -0500
108,2026-01-22 11:11:57 -0500
109,2026-01-22 11:11:58 -0500
109,2026-01-22 11:12:04 -0500
112,2026-01-22 11:12:10 -0500
111,2026-01-22 11:12:13 -0500
113,2026-01-22 11:12:18 -0500
115,2026-01-22 11:12:23 -0500
125,2026-01-22 11:12:31 -0500
129,2026-01-22 11:12:33 -0500
138,2026-01-22 11:12:52 -0500
144,2026-01-22 11:12:57 -0500
143,2026-01-22 11:12:59 -0500
140,2026-01-22 11:13:03 -0500
134,2026-01-22 11:13:12 -0500
135,2026-01-22 11:13:17 -0500
135,2026-01-22 11:13:20 -0500
138,2026-01-22 11:13:24 -0500
137,2026-01-22 11:13:28 -0500
134,2026-01-22 11:13:33 -0500
129,2026-01-22 11:13:38 -0500
127,2026-01-22 11:13:43 -0500
128,2026-01-22 11:13:48 -0500
135,2026-01-22 11:13:57 -0500
135,2026-01-22 11:14:02 -0500
125,2026-01-22 11:14:07 -0500
122,2026-01-22 11:14:09 -0500
121,2026-01-22 11:14:13 -0500
121,2026-01-22 11:14:22 -0500
122,2026-01-22 11:14:23 -0500
126,2026-01-22 11:14:28 -0500
137,2026-01-22 11:14:33 -0500
145,2026-01-22 11:14:40 -0500
148,2026-01-22 11:14:47 -0500
148,2026-01-22 11:14:48 -0500
133,2026-01-22 11:14:57 -0500
131,2026-01-22 11:14:59 -0500
122,2026-01-22 11:15:07 -0500
118,2026-01-22 11:15:12 -0500
119,2026-01-22 11:15:15 -0500
118,2026-01-22 11:15:18 -0500
109,2026-01-22 11:15:26 -0500
110,2026-01-22 11:15:28 -0500
104,2026-01-22 11:15:37 -0500
103,2026-01-22 11:15:41 -0500
103,2026-01-22 11:15:46 -0500
103,2026-01-22 11:15:48 -0500
108,2026-01-22 11:15:57 -0500
115,2026-01-22 11:16:01 -0500
118,2026-01-22 11:16:03 -0500
119,2026-01-22 11:16:09 -0500
126,2026-01-22 11:16:13 -0500
132,2026-01-22 11:16:18 -0500
139,2026-01-22 11:16:23 -0500
148,2026-01-22 11:16:52 -0500
146,2026-01-22 11:16:56 -0500
139,2026-01-22 11:17:02 -0500
139,2026-01-22 11:17:03 -0500
136,2026-01-22 11:17:10 -0500
134,2026-01-22 11:17:13 -0500
136,2026-01-22 11:17:22 -0500
139,2026-01-22 11:17:26 -0500
138,2026-01-22 11:17:32 -0500
138,2026-01-22 11:17:33 -0500
137,2026-01-22 11:17:38 -0500
131,2026-01-22 11:17:47 -0500
129,2026-01-22 11:17:49 -0500
127,2026-01-22 11:17:53 -0500
134,2026-01-22 11:18:01 -0500
136,2026-01-22 11:18:03 -0500
135,2026-01-22 11:18:08 -0500
140,2026-01-22 11:18:13 -0500
138,2026-01-22 11:18:21 -0500
138,2026-01-22 11:18:27 -0500
136,2026-01-22 11:18:32 -0500
135,2026-01-22 11:18:33 -0500
134,2026-01-22 11:18:56 -0500
144,2026-01-22 11:19:02 -0500
142,2026-01-22 11:19:04 -0500
139,2026-01-22 11:19:08 -0500
144,2026-01-22 11:19:13 -0500
146,2026-01-22 11:19:18 -0500
152,2026-01-22 11:19:27 -0500
151,2026-01-22 11:19:32 -0500
150,2026-01-22 11:19:33 -0500
151,2026-01-22 11:19:41 -0500
151,2026-01-22 11:19:43 -0500
151,2026-01-22 11:19:48 -0500
149,2026-01-22 11:19:57 -0500
146,2026-01-22 11:20:00 -0500
138,2026-01-22 11:20:04 -0500
137,2026-01-22 11:20:11 -0500
139,2026-01-22 11:20:13 -0500
143,2026-01-22 11:20:18 -0500
150,2026-01-22 11:20:26 -0500
153,2026-01-22 11:20:32 -0500
155,2026-01-22 11:20:37 -0500
161,2026-01-22 11:20:41 -0500
160,2026-01-22 11:20:47 -0500
159,2026-01-22 11:20:49 -0500
161,2026-01-22 11:20:57 -0500
158,2026-01-22 11:21:02 -0500
156,2026-01-22 11:21:03 -0500
154,2026-01-22 11:21:08 -0500
154,2026-01-22 11:21:13 -0500
153,2026-01-22 11:21:18 -0500
157,2026-01-22 11:21:27 -0500
164,2026-01-22 11:21:32 -0500
163,2026-01-22 11:21:33 -0500
158,2026-01-22 11:21:38 -0500
142,2026-01-22 11:21:47 -0500
136,2026-01-22 11:21:52 -0500
135,2026-01-22 11:21:54 -0500
134,2026-01-22 11:21:58 -0500
141,2026-01-22 11:22:07 -0500
141,2026-01-22 11:22:10 -0500
142,2026-01-22 11:22:13 -0500
148,2026-01-22 11:22:19 -0500
147,2026-01-22 11:22:24 -0500
147,2026-01-22 11:22:28 -0500
145,2026-01-22 11:22:33 -0500
149,2026-01-22 11:22:38 -0500
158,2026-01-22 11:22:47 -0500
147,2026-01-22 11:22:52 -0500
135,2026-01-22 11:22:57 -0500
128,2026-01-22 11:23:01 -0500
125,2026-01-22 11:23:05 -0500
123,2026-01-22 11:23:11 -0500
122,2026-01-22 11:23:13 -0500
112,2026-01-22 11:23:20 -0500
116,2026-01-22 11:23:23 -0500
108,2026-01-22 11:23:30 -0500
110,2026-01-22 11:23:36 -0500
112,2026-01-22 11:23:39 -0500
114,2026-01-22 11:23:44 -0500
114,2026-01-22 11:23:48 -0500
120,2026-01-22 11:23:54 -0500
114,2026-01-22 11:24:01 -0500
114,2026-01-22 11:24:03 -0500
113,2026-01-22 11:24:12 -0500
113,2026-01-22 11:24:14 -0500
108,2026-01-22 11:24:20 -0500
109,2026-01-22 11:24:26 -0500
110,2026-01-22 11:24:28 -0500
116,2026-01-22 11:24:33 -0500
121,2026-01-22 11:24:42 -0500
124,2026-01-22 11:24:46 -0500
123,2026-01-22 11:24:48 -0500
117,2026-01-22 11:24:53 -0500
122,2026-01-22 11:24:58 -0500
122,2026-01-22 11:25:03 -0500
133,2026-01-22 11:25:08 -0500
144,2026-01-22 11:25:13 -0500
149,2026-01-22 11:25:18 -0500
156,2026-01-22 11:25:27 -0500
149,2026-01-22 11:25:32 -0500
142,2026-01-22 11:25:37 -0500
141,2026-01-22 11:25:38 -0500
140,2026-01-22 11:25:43 -0500
139,2026-01-22 11:25:49 -0500
142,2026-01-22 11:25:54 -0500
143,2026-01-22 11:25:58 -0500
139,2026-01-22 11:26:07 -0500
133,2026-01-22 11:26:12 -0500
133,2026-01-22 11:26:13 -0500
132,2026-01-22 11:26:18 -0500
138,2026-01-22 11:26:23 -0500
144,2026-01-22 11:26:31 -0500
144,2026-01-22 11:26:37 -0500
142,2026-01-22 11:26:39 -0500
139,2026-01-22 11:26:44 -0500
141,2026-01-22 11:26:52 -0500
141,2026-01-22 11:26:56 -0500
142,2026-01-22 11:26:58 -0500
145,2026-01-22 11:27:03 -0500
136,2026-01-22 11:27:09 -0500
127,2026-01-22 11:27:15 -0500
126,2026-01-22 11:27:18 -0500
126,2026-01-22 11:27:27 -0500
